,text,intent
1012,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-4e31b46a52b5dbdbc9eafb4cd129de75 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-4e31b46a52b5dbdbc9eafb4cd129de75/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-4e31b46a52b5dbdbc9eafb4cd129de75 width=1920 height=1080>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-4e31b46a52b5dbdbc9eafb4cd129de75>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-4e31b46a52b5dbdbc9eafb4cd129de75</a><OriginalName v=picturemessage_541e3atr.hwg.png></OriginalName><FileSize v=374647></FileSize><meta type=photo originalName=picturemessage_541e3atr.hwg.png></meta></URIObject>",O
1013,like in the .astype()what parameter should i give,python_astype
1014,can I shoot that here,sure
1015,to convert a float series to Object datatype,python_conversion_datatype
1016,Hello sir is there anyone?,Greetings
1017,how will i get ??,need_help
1018,sir please point my mistakes on that code i m not getting t,need_help
1019,and today&apos;s class is also not uploaded please update so that i can do the task u have provided,dashboard_add_recording
1020,sir how to remove this error?,code_error
1021,I did that also But same issue,need_help
1022,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-fffba977ab51e0771415be6086ff4c41 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-fffba977ab51e0771415be6086ff4c41/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-fffba977ab51e0771415be6086ff4c41 width=1920 height=1080>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-fffba977ab51e0771415be6086ff4c41>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-fffba977ab51e0771415be6086ff4c41</a><OriginalName v=62F7725B-DF69-410F-9610-13A01FF3C176.jpg></OriginalName><FileSize v=1645814></FileSize><meta type=photo originalName=62F7725B-DF69-410F-9610-13A01FF3C176.jpg></meta></URIObject>",O
1023,"Implement List comprehensions to produce the following lists.Write List comprehensions to produce the following Lists[&apos;A&apos;, &apos;C&apos;, &apos;A&apos;, &apos;D&apos;, &apos;G&apos;, &apos;I&apos;, â€™Lâ€™, â€˜ Dâ€™][&apos;x&apos;, &apos;xx&apos;, &apos;xxx&apos;, &apos;xxxx&apos;, &apos;y&apos;, &apos;yy&apos;, &apos;yyy&apos;, &apos;yyyy&apos;, &apos;z&apos;, &apos;zz&apos;, &apos;zzz&apos;, &apos;zzzz&apos;][&apos;x&apos;, &apos;y&apos;, &apos;z&apos;, &apos;xx&apos;, &apos;yy&apos;, &apos;zz&apos;, &apos;xxx&apos;, &apos;yyy&apos;, &apos;zzz&apos;, &apos;xxxx&apos;, &apos;yyyy&apos;, &apos;zzzz&apos;][[2], [3], [4], [3], [4], [5], [4], [5], [6]] [[2, 3, 4, 5], [3, 4, 5, 6],[4, 5, 6, 7], [5, 6, 7, 8]][(1, 1), (2, 1), (3, 1), (1, 2), (2, 2), (3, 2), (1, 3), (2, 3), (3, 3)]",list_comprehensions
1024,Okay,good_bye
1025,done sir,great
1026,Yes,Thank_you
1027,when full stack developer class will be held ??,course_details
1028,Good morning..,Greetings
1029,hi,Greetings
1030,"np.random.choice([&apos;Goal Area&apos;, &apos;Goal Line&apos;],1,                                p=[0.7590347263095939, 0.24096527369040613])what is the use of 1, p=[0.7590347263095939, 0.24096527369040613] this in this code",numpy_error
1031,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-8d0a07f5fbdcef075ae549880c54dc92 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-8d0a07f5fbdcef075ae549880c54dc92/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-8d0a07f5fbdcef075ae549880c54dc92 width=1536 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-8d0a07f5fbdcef075ae549880c54dc92>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-8d0a07f5fbdcef075ae549880c54dc92</a><OriginalName v=1598280839391.JPEG></OriginalName><FileSize v=80285></FileSize><meta type=photo originalName=1598280839391.JPEG></meta></URIObject>",O
1032,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-a3ea890237942ca6cb70345d3167bf62 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-a3ea890237942ca6cb70345d3167bf62/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-a3ea890237942ca6cb70345d3167bf62 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-a3ea890237942ca6cb70345d3167bf62>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-a3ea890237942ca6cb70345d3167bf62</a><OriginalName v=Untitled.png></OriginalName><FileSize v=188246></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
1033,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-b6fa7c082346e8550d0b7845992fba63 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-b6fa7c082346e8550d0b7845992fba63/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-b6fa7c082346e8550d0b7845992fba63 width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-b6fa7c082346e8550d0b7845992fba63>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-b6fa7c082346e8550d0b7845992fba63</a><OriginalName v=1600670242767.JPEG></OriginalName><FileSize v=73559></FileSize><meta type=photo originalName=1600670242767.JPEG></meta></URIObject>",O
1034,I have registered for Python course .I didn't get dashboard till now.Can you look at this. My mail id: <a href=mailto:ylakshmirenuka@gmail.com>ylakshmirenuka@gmail.com</a>Thanks.,support_ticket_generate
1035,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-fc7853bc2b499cd7a50d56d07f82621c url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-fc7853bc2b499cd7a50d56d07f82621c/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-fc7853bc2b499cd7a50d56d07f82621c width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-fc7853bc2b499cd7a50d56d07f82621c>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-fc7853bc2b499cd7a50d56d07f82621c</a><OriginalName v=1601103985107.JPEG></OriginalName><FileSize v=71464></FileSize><meta type=photo originalName=1601103985107.JPEG></meta></URIObject>",O
1036,i am getting error during training only.. while prediction it&apos;s working fine.,need_help
1037,"Hi, i am unable to view the last session notes apart from recorded video link ? (power BI)",support_ticket_generate
1038,Haan ji,yes_reply
1039,I have  a small doubt here,enter_query
1040,ok fine,good_bye
1041,will try this now,sure
1042,<partlist type=started alt= OId=23b76d8e-742b-4046-9b84-81b1f367bcb7><part identity=live:.cid.fe63248b85b39c2f><name>Vikash Singh</name></part><part identity=live:.cid.4933a22bf564744><name>support_ineuron ai</name></part></partlist>,O
1043,haa sir,Thank_you
1044,?,O
1045,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-3360ceed3b06b359c36493b94ce366d3 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-3360ceed3b06b359c36493b94ce366d3/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-3360ceed3b06b359c36493b94ce366d3 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-3360ceed3b06b359c36493b94ce366d3>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-3360ceed3b06b359c36493b94ce366d3</a><OriginalName v=1600515371604.JPEG></OriginalName><FileSize v=104134></FileSize><meta type=photo originalName=1600515371604.JPEG></meta></URIObject>",O
1046,Respected Sir/Madam kindly may I know when I&apos;ll get the statistics course assignments solutions,assignment_stats
1047,sir  while implementing webscrapper and review scrapper the deployment is successful but on searching the product it shows url not found,review_scrapping
1048,Yes sir,Thank_you
1049,sure,Thank_you
1050,do you have any idea about such sites,need_help
1051,"M i right or wrong,",need_help
1052,"will it be connected with my existing dashboard, i just enrolled for it",Dashboard_details
1053,Actually my query is my friends have got the resume discussion mail but I have not recieved it yet. And they are from March ml batch and I am from February ml batch. I have checked my mail but didn&apos;t found anything.. so I want to know about that..,resume_query
1054,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-1953193b46361f5174c8fe55f10f9838 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-1953193b46361f5174c8fe55f10f9838/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-1953193b46361f5174c8fe55f10f9838 width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-1953193b46361f5174c8fe55f10f9838>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-1953193b46361f5174c8fe55f10f9838</a><OriginalName v=1602096772401.JPEG></OriginalName><FileSize v=40147></FileSize><meta type=photo originalName=1602096772401.JPEG></meta></URIObject>",O
1055,now i am prepare to do live project from krish channel,great
1056,Hello,Greetings
1057,Hi Sir. I am facing a problem in python assignment 4. Last question,assignment_python
1058,what is POS ??,need_help
1059,ok fine sir,Thank_you
1060,You have not understood my query I am in Grade Section only but not understood where to check it as it shows lots of assignments and projects\,assignment_evaluation
1061,I am asking for Que 1- Write a Python Program to implement your own myreduce() function which works exactlylike Python's built-in function reduce(),support_ticket_generate
1062,Ok sir,good_bye
1063,okay let me try my luck,sure
1064,I have tried both and got the output,great
1065,will it implement automatically,need_help
1066,Now I am practicing TRY and EXCEPTION Handling concept.I would like to see all the predefined built-in error names. How can I do this?,Exception_builtin_errors
1067,no sir i have send you screen shot,file
1068,Hi,Greetings
1069,ok sir,good_bye
1070,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-aa8c65a6064d082dc8bd35d20fbcca68 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-aa8c65a6064d082dc8bd35d20fbcca68/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-aa8c65a6064d082dc8bd35d20fbcca68 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-aa8c65a6064d082dc8bd35d20fbcca68>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-aa8c65a6064d082dc8bd35d20fbcca68</a><OriginalName v=Screenshot (8).png></OriginalName><FileSize v=156335></FileSize><meta type=photo originalName=Screenshot (8).png></meta></URIObject>",O
1071,Last time sir told about writing codes in modin,O
1072,i clicked on there but different page is showing,need_help
1073,"I almost have done for the columns which have each row dictionary. But the problem with the column &quot;milestone&quot; is, it has None values also. Due to this I am not able to get how to do",need_help
1074,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-f5840955c14fb912e3c0b1f2e96e8e00 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-f5840955c14fb912e3c0b1f2e96e8e00/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-f5840955c14fb912e3c0b1f2e96e8e00 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-f5840955c14fb912e3c0b1f2e96e8e00>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-f5840955c14fb912e3c0b1f2e96e8e00</a><OriginalName v=Screenshot (53).png></OriginalName><FileSize v=586053></FileSize><meta type=photo originalName=Screenshot (53).png></meta></URIObject>",O
1075,I am waiting np,Thank_you
1076,Leave it,good_bye
1077,Sir what about the dashboard how do I check sir,Dashboard_access
1078,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-c803960a25d1f64b7dd00d569e4d14ae url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-c803960a25d1f64b7dd00d569e4d14ae/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-c803960a25d1f64b7dd00d569e4d14ae width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-c803960a25d1f64b7dd00d569e4d14ae>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-c803960a25d1f64b7dd00d569e4d14ae</a><OriginalName v=Untitled.png></OriginalName><FileSize v=171173></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
1079,Can I have the link please?,need_help
1080,Code that I have written:,support_ticket_generate
1081,bro understand but file is not running now,need_help
1082,"To make it simple to understand , for an input (keyword ) , I need to collect /extract certain features like views, clicks, Impressions, CtR , etc., ...",need_help
1083,file name exactly i dont know just u check file name sometimes file run or some time getting error,need_help
1084,Yes sure sir. I will,Thank_you
1085,bro,O
1086,Okay,good_bye
1087,"HI Sir, Can i submit the assignments by this week end.",assignment_submittion
1088,hi,Greetings
1089,Is this an internship meeting?,internship_query
1090,I have register  to the  python for data science yesterday / but still not it on the canvas dashboard/ <a href=mailto:hiranf@yahoo.com>hiranf@yahoo.com</a>,support_ticket_generate
1091,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-a4dabd7a40cb266c2fae3fa107cfb545 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-a4dabd7a40cb266c2fae3fa107cfb545/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-a4dabd7a40cb266c2fae3fa107cfb545 width=1080 height=1920>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-a4dabd7a40cb266c2fae3fa107cfb545>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-a4dabd7a40cb266c2fae3fa107cfb545</a><OriginalName v=Screenshot_20200721-105916.jpg></OriginalName><FileSize v=233916></FileSize><meta type=photo originalName=Screenshot_20200721-105916.jpg></meta></URIObject>",O
1092,<partlist type=missed alt= callId=ccde4080-26d7-4aa2-989f-6d5eee00dff2><part identity=live:yash20december><name>yash agrawal</name><duration>6.804</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>6.804</duration></part></partlist>,O
1093,check this error,code_error
1094,okay,good_bye
1095,I need this type of pattern.. but im getting only last line 9 9 9 9 ..,code_error
1096,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-eus-d1-cd7a52bd7a9d795fdf5087021121d691 url_thumbnail=https://api.asm.skype.com/v1/objects/0-eus-d1-cd7a52bd7a9d795fdf5087021121d691/views/imgt1_anim type=Picture.1 doc_id=0-eus-d1-cd7a52bd7a9d795fdf5087021121d691 width=262 height=91>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-eus-d1-cd7a52bd7a9d795fdf5087021121d691>https://login.skype.com/login/sso?go=xmmfallback?pic=0-eus-d1-cd7a52bd7a9d795fdf5087021121d691</a><OriginalName v=image_2020_05_15T08_28_20_011Z.png></OriginalName><FileSize v=4608></FileSize><meta type=photo originalName=image_2020_05_15T08_28_20_011Z.png></meta></URIObject>",O
1097,Should I put the code of lambda function there?,need_help
1098,<ss type=smile>:)</ss>,more_query
1099,hi,Greetings
1100,<URIObject type=Picture.1 uri=https://api.asm.skype.com/v1/objects/0-sa-d4-e2bc74fc256aed8b7284c45fec639bbd url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-e2bc74fc256aed8b7284c45fec639bbd/views/imgt1><Title></Title> <Description></Description> <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-e2bc74fc256aed8b7284c45fec639bbd>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-e2bc74fc256aed8b7284c45fec639bbd</a><OriginalName v=C:\Users\DELL\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\LocalState\9a947e69-2414-4631-bf6f-d680edfc6e13.JPG /><meta type=photo originalName=C:\Users\DELL\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\LocalState\9a947e69-2414-4631-bf6f-d680edfc6e13.JPG /></URIObject>,O
1101,Thanx again for your concern in this hour.,Thank_you
